"날짜","종가","시가","고가","저가","거래량","변동 %"
"2013- 12- 15","1,390,000","1,390,000","1,390,000","1,390,000","","0.00%"
"2013- 12- 13","1,390,000","1,410,000","1,411,000","1,390,000","196.35K","-1.42%"
"2013- 12- 12","1,410,000","1,396,000","1,410,000","1,396,000","293.10K","-0.70%"
"2013- 12- 11","1,420,000","1,426,000","1,444,000","1,416,000","207.40K","-1.39%"
"2013- 12- 10","1,440,000","1,441,000","1,451,000","1,431,000","153.05K","-0.96%"
"2013- 12- 09","1,454,000","1,440,000","1,454,000","1,440,000","134.74K","1.82%"
"2013- 12- 08","1,428,000","1,428,000","1,428,000","1,428,000","","0.00%"
"2013- 12- 06","1,428,000","1,454,000","1,454,000","1,428,000","181.95K","-0.83%"
"2013- 12- 05","1,440,000","1,433,000","1,446,000","1,422,000","193.06K","0.56%"
"2013- 12- 04","1,432,000","1,450,000","1,453,000","1,431,000","201.96K","-1.98%"
"2013- 12- 03","1,461,000","1,464,000","1,478,000","1,457,000","138.08K","-0.41%"
"2013- 12- 02","1,467,000","1,500,000","1,503,000","1,467,000","148.67K","-1.81%"
"2013- 12- 01","1,494,000","1,494,000","1,494,000","1,494,000","","0.00%"
"2013- 11- 29","1,494,000","1,499,000","1,499,000","1,485,000","126.33K","0.00%"
"2013- 11- 28","1,494,000","1,480,000","1,494,000","1,479,000","212.84K","1.63%"
"2013- 11- 27","1,470,000","1,467,000","1,476,000","1,460,000","185.59K","-0.61%"
"2013- 11- 26","1,479,000","1,458,000","1,479,000","1,455,000","171.49K","0.96%"
"2013- 11- 25","1,465,000","1,451,000","1,472,000","1,451,000","131.13K","1.03%"
"2013- 11- 22","1,450,000","1,441,000","1,456,000","1,431,000","169.45K","0.69%"
"2013- 11- 21","1,440,000","1,472,000","1,472,000","1,432,000","179.51K","-2.04%"
"2013- 11- 20","1,470,000","1,473,000","1,487,000","1,464,000","162.94K","-1.28%"
"2013- 11- 19","1,489,000","1,483,000","1,489,000","1,477,000","163.53K","1.02%"
"2013- 11- 18","1,474,000","1,470,000","1,476,000","1,465,000","127.64K","0.82%"
"2013- 11- 15","1,462,000","1,434,000","1,462,000","1,432,000","166.68K","2.67%"
"2013- 11- 14","1,424,000","1,455,000","1,455,000","1,424,000","202.45K","0.35%"
"2013- 11- 13","1,419,000","1,445,000","1,449,000","1,419,000","185.09K","-2.54%"
"2013- 11- 12","1,456,000","1,440,000","1,466,000","1,436,000","194.26K","1.96%"
"2013- 11- 11","1,428,000","1,425,000","1,434,000","1,409,000","171.10K","1.28%"
"2013- 11- 08","1,410,000","1,411,000","1,428,000","1,407,000","273.28K","-1.88%"
"2013- 11- 07","1,437,000","1,451,000","1,454,000","1,425,000","255.10K","-0.96%"
"2013- 11- 06","1,451,000","1,498,000","1,498,000","1,449,000","233.23K","-2.29%"
"2013- 11- 05","1,485,000","1,502,000","1,502,000","1,472,000","160.12K","-0.93%"
"2013- 11- 04","1,499,000","1,492,000","1,502,000","1,489,000","217.39K","-0.07%"
"2013- 11- 01","1,500,000","1,490,000","1,500,000","1,468,000","223.62K","2.39%"
"2013- 10- 31","1,465,000","1,498,000","1,502,000","1,465,000","250.09K","-2.33%"
"2013- 10- 30","1,500,000","1,485,000","1,500,000","1,484,000","209.04K","0.67%"
"2013- 10- 29","1,490,000","1,490,000","1,490,000","1,478,000","203.70K","0.54%"
"2013- 10- 28","1,482,000","1,465,000","1,485,000","1,458,000","225.95K","2.28%"
"2013- 10- 25","1,449,000","1,450,000","1,452,000","1,433,000","134.64K","0.00%"
"2013- 10- 24","1,449,000","1,431,000","1,449,000","1,429,000","178.28K","0.49%"
"2013- 10- 23","1,442,000","1,464,000","1,464,000","1,436,000","171.91K","-0.89%"
"2013- 10- 22","1,455,000","1,460,000","1,460,000","1,434,000","241.38K","-0.61%"
"2013- 10- 21","1,464,000","1,475,000","1,489,000","1,454,000","142.48K","-0.54%"
"2013- 10- 18","1,472,000","1,472,000","1,475,000","1,463,000","155.91K","0.62%"
"2013- 10- 17","1,463,000","1,460,000","1,468,000","1,454,000","180.18K","0.90%"
"2013- 10- 16","1,450,000","1,469,000","1,469,000","1,445,000","156.49K","-0.48%"
"2013- 10- 15","1,457,000","1,450,000","1,457,000","1,445,000","199.34K","1.32%"
"2013- 10- 14","1,438,000","1,448,000","1,449,000","1,438,000","147.40K","-0.35%"
"2013- 10- 11","1,443,000","1,440,000","1,447,000","1,436,000","217.22K","0.91%"
"2013- 10- 10","1,430,000","1,421,000","1,432,000","1,421,000","268.84K","0.00%"
"2013- 10- 08","1,430,000","1,417,000","1,433,000","1,417,000","202.21K","-0.42%"
"2013- 10- 07","1,436,000","1,437,000","1,437,000","1,425,000","204.26K","1.27%"
"2013- 10- 04","1,418,000","1,438,000","1,442,000","1,414,000","312.00K","0.00%"
"2013- 10- 02","1,418,000","1,398,000","1,425,000","1,390,000","349.67K","2.60%"
"2013- 10- 01","1,382,000","1,380,000","1,383,000","1,360,000","186.10K","1.10%"
"2013- 09- 30","1,367,000","1,366,000","1,382,000","1,360,000","230.36K","0.07%"
"2013- 09- 27","1,366,000","1,375,000","1,377,000","1,363,000","227.36K","-0.44%"
"2013- 09- 26","1,372,000","1,364,000","1,372,000","1,356,000","207.24K","0.59%"
"2013- 09- 25","1,364,000","1,367,000","1,374,000","1,351,000","206.08K","-0.66%"
"2013- 09- 24","1,373,000","1,342,000","1,379,000","1,338,000","302.12K","0.96%"
"2013- 09- 23","1,360,000","1,365,000","1,381,000","1,353,000","438.51K","-1.88%"
"2013- 09- 17","1,386,000","1,420,000","1,420,000","1,381,000","342.69K","-2.74%"
"2013- 09- 16","1,425,000","1,423,000","1,425,000","1,411,000","233.93K","1.35%"
"2013- 09- 13","1,406,000","1,409,000","1,410,000","1,396,000","245.48K","-0.28%"
"2013- 09- 12","1,410,000","1,405,000","1,424,000","1,395,000","435.76K","0.57%"
"2013- 09- 11","1,402,000","1,398,000","1,402,000","1,385,000","266.33K","0.43%"
"2013- 09- 10","1,396,000","1,369,000","1,396,000","1,368,000","291.01K","1.68%"
"2013- 09- 09","1,373,000","1,371,000","1,375,000","1,363,000","185.70K","0.29%"
"2013- 09- 06","1,369,000","1,370,000","1,375,000","1,358,000","233.91K","0.29%"
"2013- 09- 05","1,365,000","1,370,000","1,371,000","1,358,000","290.55K","1.87%"
"2013- 09- 04","1,340,000","1,330,000","1,354,000","1,321,000","210.02K","0.22%"
"2013- 09- 03","1,337,000","1,364,000","1,364,000","1,326,000","230.56K","-1.04%"
"2013- 09- 02","1,351,000","1,368,000","1,371,000","1,350,000","193.41K","-1.24%"
"2013- 08- 30","1,368,000","1,360,000","1,368,000","1,351,000","341.54K","1.79%"
"2013- 08- 29","1,344,000","1,317,000","1,348,000","1,314,000","325.88K","2.67%"
"2013- 08- 28","1,309,000","1,284,000","1,310,000","1,284,000","187.58K","0.38%"
"2013- 08- 27","1,304,000","1,307,000","1,309,000","1,295,000","177.57K","0.31%"
"2013- 08- 26","1,300,000","1,301,000","1,305,000","1,296,000","220.43K","0.39%"
"2013- 08- 23","1,295,000","1,280,000","1,300,000","1,271,000","343.21K","3.19%"
"2013- 08- 22","1,255,000","1,250,000","1,267,000","1,245,000","235.13K","-0.08%"
"2013- 08- 21","1,256,000","1,265,000","1,282,000","1,256,000","244.66K","-1.02%"
"2013- 08- 20","1,269,000","1,296,000","1,305,000","1,269,000","282.90K","-1.32%"
"2013- 08- 19","1,286,000","1,286,000","1,296,000","1,280,000","129.83K","-0.69%"
"2013- 08- 16","1,295,000","1,286,000","1,301,000","1,282,000","228.13K","-0.38%"
"2013- 08- 14","1,300,000","1,289,000","1,300,000","1,285,000","259.94K","0.78%"
"2013- 08- 13","1,290,000","1,244,000","1,290,000","1,242,000","386.43K","4.71%"
"2013- 08- 12","1,232,000","1,230,000","1,248,000","1,225,000","197.71K","0.16%"
"2013- 08- 09","1,230,000","1,229,000","1,241,000","1,220,000","241.22K","1.07%"
"2013- 08- 08","1,217,000","1,213,000","1,235,000","1,213,000","353.77K","-0.41%"
"2013- 08- 07","1,222,000","1,237,000","1,240,000","1,222,000","314.34K","-2.55%"
"2013- 08- 06","1,254,000","1,245,000","1,272,000","1,245,000","289.46K","-1.57%"
"2013- 08- 05","1,274,000","1,283,000","1,283,000","1,274,000","159.81K","-0.93%"
"2013- 08- 02","1,286,000","1,293,000","1,300,000","1,282,000","224.12K","0.47%"
"2013- 08- 01","1,280,000","1,285,000","1,288,000","1,274,000","174.12K","0.00%"
"2013- 07- 31","1,280,000","1,280,000","1,290,000","1,279,000","254.19K","-0.78%"
"2013- 07- 30","1,290,000","1,277,000","1,295,000","1,277,000","179.96K","0.55%"
"2013- 07- 29","1,283,000","1,291,000","1,300,000","1,279,000","233.03K","-1.53%"
"2013- 07- 26","1,303,000","1,314,000","1,319,000","1,299,000","224.31K","-0.91%"
"2013- 07- 25","1,315,000","1,317,000","1,322,000","1,308,000","168.36K","0.00%"
"2013- 07- 24","1,315,000","1,307,000","1,317,000","1,295,000","171.69K","0.61%"
"2013- 07- 23","1,307,000","1,273,000","1,307,000","1,272,000","238.75K","2.67%"
"2013- 07- 22","1,273,000","1,280,000","1,289,000","1,265,000","204.43K","0.00%"
"2013- 07- 19","1,273,000","1,288,000","1,295,000","1,264,000","316.33K","-1.47%"
"2013- 07- 18","1,292,000","1,325,000","1,325,000","1,292,000","310.72K","-2.12%"
"2013- 07- 17","1,320,000","1,301,000","1,330,000","1,286,000","245.79K","1.69%"
"2013- 07- 16","1,298,000","1,318,000","1,321,000","1,290,000","185.49K","-1.14%"
"2013- 07- 15","1,313,000","1,315,000","1,319,000","1,285,000","192.33K","0.08%"
"2013- 07- 12","1,312,000","1,320,000","1,324,000","1,301,000","217.51K","0.00%"
"2013- 07- 11","1,312,000","1,251,000","1,312,000","1,251,000","406.76K","5.13%"
"2013- 07- 10","1,248,000","1,245,000","1,252,000","1,237,000","302.64K","0.89%"
"2013- 07- 09","1,237,000","1,230,000","1,250,000","1,229,000","387.46K","0.90%"
"2013- 07- 08","1,226,000","1,250,000","1,258,000","1,209,000","507.46K","-3.24%"
"2013- 07- 05","1,267,000","1,286,000","1,315,000","1,260,000","603.98K","-3.80%"
"2013- 07- 04","1,317,000","1,302,000","1,317,000","1,296,000","179.29K","1.23%"
"2013- 07- 03","1,301,000","1,334,000","1,339,000","1,295,000","250.15K","-2.55%"
"2013- 07- 02","1,335,000","1,340,000","1,352,000","1,330,000","203.38K","0.68%"
"2013- 07- 01","1,326,000","1,334,000","1,346,000","1,322,000","240.50K","-1.19%"
"2013- 06- 28","1,342,000","1,350,000","1,350,000","1,329,000","412.06K","0.22%"
"2013- 06- 27","1,339,000","1,295,000","1,344,000","1,286,000","511.00K","6.19%"
"2013- 06- 26","1,261,000","1,301,000","1,305,000","1,245,000","631.58K","-2.78%"
"2013- 06- 25","1,297,000","1,301,000","1,318,000","1,288,000","412.40K","-1.22%"
"2013- 06- 24","1,313,000","1,350,000","1,350,000","1,313,000","310.96K","-0.91%"
"2013- 06- 21","1,325,000","1,294,000","1,333,000","1,290,000","536.02K","-0.30%"
"2013- 06- 20","1,329,000","1,343,000","1,348,000","1,326,000","346.67K","-2.92%"
"2013- 06- 19","1,369,000","1,382,000","1,385,000","1,364,000","204.69K","-1.30%"
"2013- 06- 18","1,387,000","1,368,000","1,387,000","1,360,000","219.89K","1.54%"
"2013- 06- 17","1,366,000","1,370,000","1,378,000","1,365,000","232.62K","-0.22%"
"2013- 06- 14","1,369,000","1,365,000","1,377,000","1,357,000","350.29K","0.88%"
"2013- 06- 13","1,357,000","1,380,000","1,397,000","1,357,000","664.53K","-2.02%"
"2013- 06- 12","1,385,000","1,378,000","1,403,000","1,362,000","453.98K","-0.29%"
"2013- 06- 11","1,389,000","1,411,000","1,419,000","1,378,000","687.07K","-2.53%"
"2013- 06- 10","1,425,000","1,420,000","1,443,000","1,414,000","519.38K","-0.14%"
"2013- 06- 07","1,427,000","1,475,000","1,485,000","1,424,000","1.08M","-6.18%"
"2013- 06- 05","1,521,000","1,549,000","1,553,000","1,521,000","268.69K","-1.23%"
"2013- 06- 04","1,540,000","1,533,000","1,542,000","1,521,000","167.30K","0.52%"
"2013- 06- 03","1,532,000","1,536,000","1,559,000","1,528,000","205.00K","-0.39%"
"2013- 05- 31","1,538,000","1,546,000","1,559,000","1,537,000","358.55K","-0.39%"
"2013- 05- 30","1,544,000","1,518,000","1,549,000","1,512,000","454.30K","2.12%"
"2013- 05- 29","1,512,000","1,484,000","1,523,000","1,483,000","293.48K","1.89%"
"2013- 05- 28","1,484,000","1,481,000","1,496,000","1,481,000","139.10K","-0.34%"
"2013- 05- 27","1,489,000","1,490,000","1,499,000","1,487,000","122.59K","0.20%"
"2013- 05- 24","1,486,000","1,487,000","1,494,000","1,472,000","203.46K","0.13%"
"2013- 05- 23","1,484,000","1,492,000","1,502,000","1,484,000","234.23K","-1.66%"
"2013- 05- 22","1,509,000","1,504,000","1,510,000","1,491,000","193.43K","1.14%"
"2013- 05- 21","1,492,000","1,510,000","1,510,000","1,485,000","218.51K","-0.33%"
"2013- 05- 20","1,497,000","1,502,000","1,512,000","1,496,000","243.56K","-0.73%"
"2013- 05- 16","1,508,000","1,501,000","1,514,000","1,500,000","227.14K","0.53%"
"2013- 05- 15","1,500,000","1,485,000","1,500,000","1,484,000","211.48K","0.00%"
"2013- 05- 14","1,500,000","1,487,000","1,500,000","1,483,000","179.97K","1.56%"
"2013- 05- 13","1,477,000","1,471,000","1,480,000","1,462,000","168.65K","0.07%"
"2013- 05- 10","1,476,000","1,514,000","1,514,000","1,476,000","226.48K","-2.57%"
"2013- 05- 09","1,515,000","1,490,000","1,520,000","1,489,000","213.54K","1.81%"
"2013- 05- 08","1,488,000","1,493,000","1,498,000","1,479,000","295.51K","-0.33%"
"2013- 05- 07","1,493,000","1,508,000","1,508,000","1,491,000","226.61K","-1.39%"
"2013- 05- 06","1,514,000","1,540,000","1,540,000","1,512,000","172.96K","-1.37%"
"2013- 05- 03","1,535,000","1,535,000","1,537,000","1,521,000","131.05K","0.46%"
"2013- 05- 02","1,528,000","1,526,000","1,532,000","1,517,000","172.48K","0.53%"
"2013- 04- 30","1,520,000","1,490,000","1,530,000","1,488,000","373.27K","2.63%"
"2013- 04- 29","1,481,000","1,491,000","1,492,000","1,475,000","169.81K","-0.34%"
"2013- 04- 26","1,486,000","1,495,000","1,497,000","1,472,000","231.65K","-0.54%"
"2013- 04- 25","1,494,000","1,470,000","1,494,000","1,470,000","209.08K","0.54%"
"2013- 04- 24","1,486,000","1,485,000","1,494,000","1,474,000","201.23K","0.20%"
"2013- 04- 23","1,483,000","1,500,000","1,503,000","1,474,000","172.75K","-1.33%"
"2013- 04- 22","1,503,000","1,490,000","1,503,000","1,465,000","186.28K","1.90%"
"2013- 04- 19","1,475,000","1,465,000","1,492,000","1,455,000","303.25K","-0.54%"
"2013- 04- 18","1,483,000","1,520,000","1,522,000","1,481,000","266.26K","-2.31%"
"2013- 04- 17","1,518,000","1,566,000","1,566,000","1,514,000","207.13K","-0.65%"
"2013- 04- 16","1,528,000","1,505,000","1,532,000","1,501,000","253.27K","0.33%"
"2013- 04- 15","1,523,000","1,503,000","1,535,000","1,503,000","213.39K","0.40%"
"2013- 04- 12","1,517,000","1,540,000","1,550,000","1,513,000","209.27K","-1.49%"
"2013- 04- 11","1,540,000","1,521,000","1,540,000","1,518,000","224.10K","1.25%"
"2013- 04- 10","1,521,000","1,540,000","1,540,000","1,513,000","213.25K","-0.46%"
"2013- 04- 09","1,528,000","1,527,000","1,530,000","1,510,000","183.58K","0.53%"
"2013- 04- 08","1,520,000","1,505,000","1,531,000","1,497,000","257.11K","1.00%"
"2013- 04- 05","1,505,000","1,505,000","1,516,000","1,493,000","298.69K","-0.07%"
"2013- 04- 04","1,506,000","1,517,000","1,519,000","1,499,000","213.67K","-0.99%"
"2013- 04- 03","1,521,000","1,526,000","1,528,000","1,509,000","189.93K","-0.26%"
"2013- 04- 02","1,525,000","1,510,000","1,532,000","1,510,000","170.52K","0.86%"
"2013- 04- 01","1,512,000","1,535,000","1,535,000","1,512,000","105.61K","-0.98%"
"2013- 03- 29","1,527,000","1,524,000","1,532,000","1,517,000","190.42K","1.13%"
"2013- 03- 28","1,510,000","1,503,000","1,510,000","1,497,000","159.24K","0.40%"
"2013- 03- 27","1,504,000","1,515,000","1,516,000","1,487,000","257.20K","-0.33%"
"2013- 03- 26","1,509,000","1,495,000","1,522,000","1,491,000","239.87K","0.94%"
"2013- 03- 25","1,495,000","1,480,000","1,495,000","1,470,000","204.66K","2.75%"
"2013- 03- 22","1,455,000","1,458,000","1,468,000","1,452,000","212.76K","-0.14%"
"2013- 03- 21","1,457,000","1,461,000","1,474,000","1,456,000","234.76K","-0.21%"
"2013- 03- 20","1,460,000","1,460,000","1,485,000","1,456,000","266.67K","-1.02%"
"2013- 03- 19","1,475,000","1,450,000","1,492,000","1,448,000","278.94K","2.08%"
"2013- 03- 18","1,445,000","1,460,000","1,460,000","1,434,000","524.51K","-2.36%"
"2013- 03- 15","1,480,000","1,529,000","1,529,000","1,480,000","731.30K","-2.63%"
"2013- 03- 14","1,520,000","1,528,000","1,534,000","1,499,000","244.78K","-0.46%"
"2013- 03- 13","1,527,000","1,506,000","1,529,000","1,501,000","224.22K","2.21%"
"2013- 03- 12","1,494,000","1,504,000","1,512,000","1,490,000","174.74K","-0.93%"
"2013- 03- 11","1,508,000","1,493,000","1,512,000","1,485,000","267.22K","0.60%"
"2013- 03- 08","1,499,000","1,515,000","1,517,000","1,489,000","367.51K","-1.38%"
"2013- 03- 07","1,520,000","1,548,000","1,550,000","1,512,000","259.72K","-2.56%"
"2013- 03- 06","1,560,000","1,572,000","1,575,000","1,547,000","187.39K","0.65%"
"2013- 03- 05","1,550,000","1,556,000","1,564,000","1,548,000","173.00K","0.71%"
"2013- 03- 04","1,539,000","1,563,000","1,563,000","1,530,000","245.67K","-0.32%"
"2013- 02- 28","1,544,000","1,530,000","1,554,000","1,530,000","254.28K","1.11%"
"2013- 02- 27","1,527,000","1,559,000","1,559,000","1,519,000","177.18K","0.00%"
"2013- 02- 26","1,527,000","1,515,000","1,538,000","1,508,000","176.99K","-0.20%"
"2013- 02- 25","1,530,000","1,549,000","1,549,000","1,530,000","175.90K","0.00%"
"2013- 02- 22","1,530,000","1,530,000","1,548,000","1,520,000","275.19K","-1.29%"
"2013- 02- 21","1,550,000","1,540,000","1,558,000","1,535,000","260.63K","0.32%"
"2013- 02- 20","1,545,000","1,502,000","1,545,000","1,497,000","358.13K","3.55%"
"2013- 02- 19","1,492,000","1,480,000","1,499,000","1,479,000","113.79K","0.13%"
"2013- 02- 18","1,490,000","1,490,000","1,501,000","1,481,000","141.37K","-0.53%"
"2013- 02- 15","1,498,000","1,490,000","1,498,000","1,477,000","148.83K","0.54%"
"2013- 02- 14","1,490,000","1,490,000","1,494,000","1,477,000","148.55K","0.20%"
"2013- 02- 13","1,487,000","1,474,000","1,489,000","1,456,000","183.59K","1.29%"
"2013- 02- 12","1,468,000","1,484,000","1,484,000","1,459,000","167.27K","0.41%"
"2013- 02- 08","1,462,000","1,418,000","1,470,000","1,415,000","267.85K","2.96%"
"2013- 02- 07","1,420,000","1,439,000","1,439,000","1,420,000","189.20K","-0.49%"
"2013- 02- 06","1,427,000","1,440,000","1,443,000","1,427,000","134.14K","-0.56%"
"2013- 02- 05","1,435,000","1,415,000","1,443,000","1,414,000","224.35K","-0.14%"
"2013- 02- 04","1,437,000","1,450,000","1,453,000","1,417,000","256.34K","-0.28%"
"2013- 02- 01","1,441,000","1,460,000","1,460,000","1,422,000","222.15K","-0.48%"
"2013- 01- 31","1,448,000","1,430,000","1,448,000","1,422,000","290.06K","0.56%"
"2013- 01- 30","1,440,000","1,426,000","1,440,000","1,412,000","290.00K","2.20%"
"2013- 01- 29","1,409,000","1,390,000","1,418,000","1,380,000","398.17K","2.70%"
"2013- 01- 28","1,372,000","1,396,000","1,401,000","1,371,000","584.82K","-3.18%"
"2013- 01- 25","1,417,000","1,460,000","1,461,000","1,405,000","427.04K","-2.48%"
"2013- 01- 24","1,453,000","1,468,000","1,469,000","1,441,000","319.91K","-1.36%"
"2013- 01- 23","1,473,000","1,500,000","1,502,000","1,473,000","185.11K","-0.47%"
"2013- 01- 22","1,480,000","1,445,000","1,487,000","1,445,000","238.55K","1.79%"
"2013- 01- 21","1,454,000","1,464,000","1,475,000","1,448,000","288.27K","-1.76%"
"2013- 01- 18","1,480,000","1,480,000","1,487,000","1,455,000","240.11K","0.75%"
"2013- 01- 17","1,469,000","1,502,000","1,502,000","1,450,000","403.23K","-1.54%"
"2013- 01- 16","1,492,000","1,514,000","1,526,000","1,483,000","318.06K","-1.32%"
"2013- 01- 15","1,512,000","1,560,000","1,560,000","1,512,000","212.79K","-2.58%"
"2013- 01- 14","1,552,000","1,539,000","1,552,000","1,528,000","158.51K","1.24%"
"2013- 01- 11","1,533,000","1,548,000","1,548,000","1,507,000","237.58K","0.20%"
"2013- 01- 10","1,530,000","1,515,000","1,534,000","1,500,000","291.53K","2.00%"
"2013- 01- 09","1,500,000","1,500,000","1,513,000","1,491,000","251.20K","0.00%"
"2013- 01- 08","1,500,000","1,513,000","1,517,000","1,498,000","267.25K","-1.32%"
"2013- 01- 07","1,520,000","1,515,000","1,528,000","1,500,000","251.66K","-0.33%"
"2013- 01- 04","1,525,000","1,540,000","1,542,000","1,510,000","258.22K","-1.17%"
"2013- 01- 03","1,543,000","1,582,000","1,584,000","1,543,000","278.20K","-2.09%"
"2013- 01- 02","1,576,000","1,533,000","1,576,000","1,527,000","228.99K","3.55%"
"2012- 12- 28","1,522,000","1,488,000","1,530,000","1,487,000","211.26K","1.74%"
"2012- 12- 27","1,496,000","1,470,000","1,500,000","1,470,000","182.88K","1.77%"
"2012- 12- 26","1,470,000","1,480,000","1,503,000","1,470,000","280.22K","-0.27%"
"2012- 12- 24","1,474,000","1,448,000","1,476,000","1,442,000","289.77K","2.22%"
"2012- 12- 21","1,442,000","1,493,000","1,496,000","1,440,000","549.74K","-4.06%"
"2012- 12- 20","1,503,000","1,515,000","1,529,000","1,495,000","395.57K","-0.79%"
"2012- 12- 18","1,515,000","1,500,000","1,516,000","1,495,000","262.36K","0.80%"
"2012- 12- 17","1,503,000","1,501,000","1,524,000","1,497,000","290.96K","-0.79%"
"2012- 12- 14","1,515,000","1,516,000","1,536,000","1,508,000","277.47K","-1.17%"
"2012- 12- 13","1,533,000","1,500,000","1,533,000","1,493,000","607.61K","2.89%"
"2012- 12- 12","1,490,000","1,473,000","1,496,000","1,473,000","291.05K","0.95%"
"2012- 12- 11","1,476,000","1,498,000","1,498,000","1,469,000","218.65K","-1.01%"
"2012- 12- 10","1,491,000","1,506,000","1,506,000","1,485,000","261.12K","0.74%"
"2012- 12- 07","1,480,000","1,450,000","1,498,000","1,450,000","314.06K","1.79%"
"2012- 12- 06","1,454,000","1,468,000","1,471,000","1,434,000","282.06K","-0.07%"
"2012- 12- 05","1,455,000","1,430,000","1,455,000","1,427,000","246.13K","1.75%"
"2012- 12- 04","1,430,000","1,432,000","1,434,000","1,420,000","189.80K","0.00%"
"2012- 12- 03","1,430,000","1,420,000","1,436,000","1,408,000","204.42K","1.71%"
"2012- 11- 30","1,406,000","1,423,000","1,425,000","1,399,000","326.93K","-0.57%"
"2012- 11- 29","1,414,000","1,402,000","1,422,000","1,402,000","258.75K","0.07%"
"2012- 11- 28","1,413,000","1,400,000","1,438,000","1,396,000","279.69K","-0.21%"
"2012- 11- 27","1,416,000","1,405,000","1,428,000","1,404,000","236.19K","0.85%"
"2012- 11- 26","1,404,000","1,442,000","1,443,000","1,399,000","269.35K","-2.30%"
"2012- 11- 23","1,437,000","1,422,000","1,442,000","1,417,000","246.44K","1.41%"
"2012- 11- 22","1,417,000","1,394,000","1,419,000","1,391,000","290.07K","2.38%"
"2012- 11- 21","1,384,000","1,376,000","1,397,000","1,372,000","345.86K","1.47%"
"2012- 11- 20","1,364,000","1,353,000","1,365,000","1,346,000","268.23K","2.40%"
"2012- 11- 19","1,332,000","1,315,000","1,342,000","1,313,000","191.25K","1.91%"
"2012- 11- 16","1,307,000","1,322,000","1,326,000","1,301,000","243.45K","-1.80%"
"2012- 11- 15","1,331,000","1,335,000","1,338,000","1,326,000","198.69K","-1.77%"
"2012- 11- 14","1,355,000","1,357,000","1,357,000","1,346,000","208.72K","0.44%"
"2012- 11- 13","1,349,000","1,347,000","1,349,000","1,326,000","146.52K","0.30%"
"2012- 11- 12","1,345,000","1,331,000","1,347,000","1,331,000","137.58K","0.30%"
"2012- 11- 09","1,341,000","1,335,000","1,351,000","1,326,000","289.89K","-0.67%"
"2012- 11- 08","1,350,000","1,348,000","1,357,000","1,341,000","304.53K","-0.88%"
"2012- 11- 07","1,362,000","1,343,000","1,362,000","1,335,000","193.53K","0.96%"
"2012- 11- 06","1,349,000","1,349,000","1,349,000","1,332,000","176.29K","0.60%"
"2012- 11- 05","1,341,000","1,328,000","1,349,000","1,320,000","259.24K","1.06%"
"2012- 11- 02","1,327,000","1,319,000","1,333,000","1,313,000","363.00K","2.31%"
"2012- 11- 01","1,297,000","1,295,000","1,302,000","1,290,000","209.11K","-0.99%"
"2012- 10- 31","1,310,000","1,306,000","1,312,000","1,299,000","203.70K","0.92%"
"2012- 10- 30","1,298,000","1,299,000","1,304,000","1,292,000","132.74K","-0.08%"
"2012- 10- 29","1,299,000","1,298,000","1,299,000","1,279,000","226.49K","0.93%"
"2012- 10- 26","1,287,000","1,306,000","1,312,000","1,287,000","275.88K","-2.65%"
"2012- 10- 25","1,322,000","1,296,000","1,322,000","1,291,000","231.80K","1.69%"
"2012- 10- 24","1,300,000","1,297,000","1,309,000","1,289,000","266.28K","-0.99%"
"2012- 10- 23","1,313,000","1,319,000","1,322,000","1,302,000","185.07K","-0.15%"
"2012- 10- 22","1,315,000","1,277,000","1,317,000","1,276,000","234.22K","1.00%"
"2012- 10- 19","1,302,000","1,323,000","1,325,000","1,299,000","271.72K","-2.62%"
"2012- 10- 18","1,337,000","1,336,000","1,341,000","1,328,000","198.07K","0.07%"
"2012- 10- 17","1,336,000","1,342,000","1,346,000","1,316,000","173.46K","0.45%"
"2012- 10- 16","1,330,000","1,326,000","1,331,000","1,315,000","209.81K","2.31%"
"2012- 10- 15","1,300,000","1,296,000","1,312,000","1,287,000","204.03K","0.31%"
"2012- 10- 12","1,296,000","1,305,000","1,312,000","1,288,000","299.43K","-0.61%"
"2012- 10- 11","1,304,000","1,310,000","1,320,000","1,287,000","475.60K","-1.58%"
"2012- 10- 10","1,325,000","1,353,000","1,360,000","1,325,000","254.35K","-3.43%"
"2012- 10- 09","1,372,000","1,363,000","1,381,000","1,363,000","175.77K","-0.07%"
"2012- 10- 08","1,373,000","1,375,000","1,379,000","1,360,000","240.18K","0.22%"
"2012- 10- 05","1,370,000","1,387,000","1,390,000","1,352,000","351.41K","0.22%"
"2012- 10- 04","1,367,000","1,351,000","1,373,000","1,339,000","366.51K","-0.15%"
"2012- 10- 02","1,369,000","1,354,000","1,371,000","1,352,000","264.55K","1.71%"
"2012- 09- 28","1,346,000","1,359,000","1,360,000","1,339,000","313.51K","0.60%"
"2012- 09- 27","1,338,000","1,327,000","1,342,000","1,323,000","290.83K","0.98%"
"2012- 09- 26","1,325,000","1,313,000","1,325,000","1,306,000","240.09K","-0.15%"
"2012- 09- 25","1,327,000","1,310,000","1,334,000","1,310,000","226.43K","0.00%"
"2012- 09- 24","1,327,000","1,300,000","1,328,000","1,292,000","254.54K","1.92%"
"2012- 09- 21","1,302,000","1,300,000","1,307,000","1,295,000","298.17K","1.17%"
